,MACHINE_ID,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY,REPAIR_DATE,ACTION
12,856748,9700,44652.0,63232.0,CarProd,9.0,0.0,0.0,102.1655136,0.0,22.0,37.03487587,Other,11/20/2019,Turn Off Machine
13,902986,7400,75311.0,89905.0,CarProd,0.0,0.0,0.0,0.0,0.0,0.0,27.20199961,GOVERNMENT,2/16/2021,Turn Off Machine
14,647439,12000,74427.0,96270.0,CarProd,18.0,0.0,1.0,169.7333333,2.0,40.0,0.0,Other,4/19/2020,Turn Off Machine
15,369827,27200,58383.0,92484.0,CarProd,22.0,1.0,2.0,170.0723235,1.0,20.0,23.80982026,Other,4/17/2020,Turn Off Machine
16,556080,15200,53433.0,114245.0,TruckPr,2.0,0.0,3.0,155.36748659999995,1.0,24.0,36.95461516,FLEET,11/19/2019,Turn Off Machine
17,481933,25000,0.0,113000.0,CarProd,9.0,1.0,0.0,168.4,0.0,27.0,0.0,COMMERCIAL,9/15/2019,Turn Off Machine
18,425237,26200,141109.0,245422.0,TruckPr,28.0,0.0,0.0,343.7871223,1.0,18.0,38.11355594,GOVERNMENT,7/25/2019,Turn Off Machine
19,713696,17600,0.0,66000.0,0,7.0,0.0,0.0,111.7857004,0.0,14.0,27.09089472,0,9/20/2020,Turn Off Machine
20,664930,12300,90006.0,121122.0,CarProd,9.0,0.0,0.0,133.4975408,1.0,21.0,36.91048167,FLEET,7/23/2019,Turn Off Machine
21,77358,20900,0.0,74233.0,TruckPr,6.0,0.0,0.0,123.1148817,1.0,4.0,20.78174123,FLEET,11/25/2019,Turn Off Machine
22,570401,30100,42747.0,71360.0,CarProd,10.0,0.0,0.0,89.51626546,0.0,24.0,34.03666376,Other,7/26/2021,Turn Off Machine
23,633388,23400,35634.0,61149.0,CarProd,0.0,0.0,0.0,204.6427862,0.0,13.0,41.11515894,Other,3/10/2021,Turn Off Machine
24,725117,20100,20153.0,94279.0,CarProd,21.0,0.0,0.0,227.1825172,2.0,40.0,36.6966301,Other,7/25/2020,Turn Off Machine
25,585200,28200,0.0,117181.0,CarProd,9.0,0.0,0.0,170.6461537,0.0,26.0,31.60143615,COMMERCIAL,7/28/2021,Turn Off Machine
26,27821,7500,72097.0,69408.0,TruckPr,4.0,1.0,0.0,155.3919622,1.0,23.0,41.60098336,FARMING,2/4/2019,Turn Off Machine
27,903039,5100,9900.0,30451.0,TruckPr,11.0,0.0,0.0,21.2,0.0,2.0,0.0,Other,11/14/2020,Turn Off Machine
28,140305,16700,67238.0,96535.0,TruckPr,7.0,0.0,0.0,103.4726082,0.0,10.0,39.34965052,FLEET,9/20/2019,Turn Off Machine
29,285829,24400,110177.0,145000.0,CarProd,5.0,0.0,0.0,293.2365248000001,2.0,36.0,0.0,FLEET,2/22/2021,Turn Off Machine
30,106137,40000,5118.0,62000.0,TruckPr,0.0,0.0,0.0,311.4333333,0.0,19.0,0.0,FLEET,1/8/2020,Turn Off Machine
31,660326,16100,49244.0,65523.0,TruckPr,2.0,0.0,0.0,110.21989340000002,0.0,17.0,31.00152371,FLEET,2/23/2020,Turn Off Machine
32,593044,38900,120006.0,160771.0,TruckPr,13.0,0.0,0.0,137.63537340000002,0.0,40.0,46.70158524,GOVERNMENT,8/14/2020,Turn Off Machine
33,559293,21400,49459.0,69461.0,CarProd,25.0,0.0,0.0,314.6389579,2.0,32.0,35.98208365,Other,8/18/2021,Turn Off Machine
34,734582,17700,72911.0,97317.0,CarProd,1.0,0.0,0.0,82.39838379,0.0,17.0,25.32925087,COMMERCIAL,6/4/2019,Turn Off Machine
35,787174,16100,54715.0,71673.0,CarProd,1.0,0.0,0.0,186.2158287,0.0,25.0,29.67050636,FLEET,8/30/2020,Turn Off Machine
36,799331,10700,41144.0,59375.0,CarProd,2.0,0.0,0.0,73.6,1.0,18.0,0.0,Other,6/28/2020,Turn Off Machine
37,346960,10300,57902.0,74355.0,TruckPr,4.0,0.0,0.0,243.6309162,1.0,16.0,36.57444189,Other,5/11/2021,Turn Off Machine
38,214163,12000,114390.0,132800.0,CarProd,10.0,0.0,0.0,95.73333333,0.0,25.0,0.0,COMMERCIAL,8/9/2021,Turn Off Machine
39,215261,13000,177000.0,200000.0,CarProd,3.0,0.0,2.0,195.8333333,1.0,50.0,0.0,COMMERCIAL,1/31/2021,Turn Off Machine
40,594844,6200,42100.0,57385.0,CarProd,8.5,0.0,1.0,164.8,1.0,28.0,0.0,Other,10/22/2019,Turn Off Machine
41,181775,18500,0.0,94125.0,0,0.0,1.0,0.0,178.6456365,0.0,11.0,30.93141022,Other,4/13/2020,Turn Off Machine
42,605599,32000,232000.0,36300.0,CarProd,3.0,0.0,2.0,206.0333333,3.0,50.0,0.0,COMMERCIAL,5/15/2021,Turn Off Machine
43,390754,16800,46312.0,67166.0,TruckPr,27.0,0.0,0.0,241.5083839,0.0,14.0,26.22071743,Other,5/11/2020,Turn Off Machine
44,841118,14800,73887.0,109451.0,CarProd,6.0,0.0,0.0,81.31481864,2.0,13.0,33.98140835,Other,4/14/2021,Turn Off Machine
45,80786,41400,0.0,46000.0,CarProd,0.0,6.0,0.0,112.7960318,0.0,20.0,0.0,Other,10/1/2019,Turn Off Machine
46,330705,34500,109000.0,159500.0,CarProd,0.0,0.0,0.0,250.6333333,3.0,14.0,0.0,Other,7/1/2019,Turn Off Machine
47,650288,20800,107787.0,182140.0,CarProd,7.0,0.0,0.0,214.3305682,3.0,23.0,41.92846949,FLEET,9/29/2019,Turn Off Machine
48,332561,38900,198749.0,270751.0,CarProd,4.0,0.0,0.0,245.8954444,0.0,32.0,29.62236869,GOVERNMENT,6/24/2020,Turn Off Machine
49,365547,11700,64278.0,76055.0,0,12.0,0.0,0.0,245.2951629,0.0,26.0,28.43996584,Other,1/9/2020,Turn Off Machine
50,158337,22500,76493.0,105545.0,CarProd,0.0,1.0,1.0,235.5417762,2.0,13.0,43.06166913,Other,3/14/2020,Turn Off Machine
51,729366,25000,72077.0,104294.0,CarProd,1.0,0.0,0.0,232.0511235,4.0,24.0,40.64547977,COMMERCIAL,6/13/2020,Turn Off Machine
52,82807,6900,37055.0,83000.0,TruckPr,1.0,0.0,0.0,122.26666670000002,2.0,43.0,0.0,FARMING,9/30/2020,Turn Off Machine
53,421949,15300,65298.0,94301.0,CarProd,1.0,0.0,0.0,150.4998679,4.0,19.0,31.35764214,FLEET,12/9/2019,Turn Off Machine
54,372133,15000,166000.0,182175.0,CarProd,3.5,4.0,0.0,74.06666667,2.0,14.0,0.0,0,9/8/2019,Turn Off Machine
55,981185,25600,144616.0,211230.0,TruckPr,7.0,0.0,0.0,199.0913081,0.0,27.0,39.00292833,GOVERNMENT,3/19/2020,Turn Off Machine
56,898588,16500,43223.0,46925.0,CarProd,10.0,0.0,0.0,178.0023834,4.0,20.0,40.20633377,Other,8/10/2020,Turn Off Machine
57,248306,17100,43085.0,68758.0,CarProd,7.0,0.0,1.0,103.6838558,3.0,49.0,30.3535487,Other,6/24/2021,Turn Off Machine
58,890207,19300,148542.0,195791.0,CarProd,12.0,0.0,0.0,110.3276351,0.0,23.0,30.53661059,GOVERNMENT,3/21/2021,Turn Off Machine
59,271272,17600,79122.0,96116.0,CarProd,1.0,0.0,0.0,152.4437144,1.0,18.0,35.5896626,Other,9/8/2019,Turn Off Machine
60,80457,10500,26000.0,39000.0,CarProd,9.0,0.0,1.0,152.2333333,7.0,29.0,0.0,Other,6/9/2021,Turn Off Machine
61,141338,14600,82698.0,104963.0,CarProd,30.0,0.0,1.0,344.2820203,1.0,50.0,33.9742812,FLEET,8/29/2019,Turn Off Machine
62,677195,36000,203680.0,270992.0,CarProd,3.0,0.0,0.0,234.02397510000003,0.0,32.0,29.69634581,GOVERNMENT,11/3/2020,Turn Off Machine
63,388461,13700,70763.0,78449.0,CarProd,12.0,0.0,0.0,271.6567243,5.0,36.0,40.56198365,FLEET,6/29/2020,Turn Off Machine
64,494023,49500,9000.0,55000.0,CarProd,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,4/29/2020,Turn Off Machine
65,937849,27400,99900.0,143437.0,CarProd,21.0,0.0,0.0,211.1082771,0.0,12.0,39.11029763,COMMERCIAL,4/13/2021,Turn Off Machine
66,627554,23300,81144.0,106102.0,CarProd,7.0,0.0,0.0,288.3727394,1.0,28.0,33.27141336,COMMERCIAL,5/15/2020,Turn Off Machine
67,186622,14800,86861.0,93341.0,TruckPr,0.0,0.0,0.0,162.02394640000003,0.0,26.0,42.89716211,FLEET,8/19/2021,Turn Off Machine
68,161073,8600,0.0,54905.0,TruckPr,8.0,0.0,0.0,308.65011739999994,2.0,13.0,32.5539761,Other,9/9/2019,Turn Off Machine
69,612821,11200,56842.0,66710.0,TruckPr,6.0,0.0,0.0,144.7952204,0.0,17.0,33.8858765,Other,11/2/2019,Turn Off Machine
70,916936,26400,128413.0,207302.0,CarProd,9.0,0.0,0.0,228.0151317,3.0,26.0,17.87219518,GOVERNMENT,10/18/2019,Turn Off Machine
71,169761,30200,34955.0,79556.0,CarProd,8.0,0.0,0.0,121.0233134,0.0,23.0,32.80453060000001,Other,6/27/2021,Turn Off Machine
72,214405,16300,105169.0,134992.0,CarProd,1.0,0.0,0.0,277.99294560000004,0.0,46.0,41.9498545,Other,3/20/2020,Turn Off Machine
73,491401,32300,14163.0,60626.0,CarProd,0.0,0.0,0.0,109.03108799999998,1.0,6.0,36.50108651,Other,5/14/2021,Turn Off Machine
74,784767,12500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.35264423,0,6/16/2019,Turn Off Machine
75,348942,13000,0.0,28981.0,TruckPr,28.0,0.0,0.0,203.902855,0.0,4.0,25.7409307,0,2/8/2020,Turn Off Machine
76,406821,12800,56516.0,78392.0,TruckPr,0.0,0.0,1.0,195.7233219,0.0,13.0,27.33744139,Other,3/7/2021,Turn Off Machine
77,347615,50800,0.0,91305.0,TruckPr,0.0,0.0,0.0,344.95417819999994,0.0,7.0,23.51912852,Other,5/26/2021,Turn Off Machine
78,732538,26900,72848.0,101736.0,CarProd,10.0,0.0,0.0,131.4096343,0.0,21.0,36.36902746,FLEET,11/12/2019,Turn Off Machine
79,921907,21800,48162.0,70361.0,CarProd,2.0,0.0,0.0,227.9862791,0.0,12.0,36.0618164,FLEET,6/14/2021,Turn Off Machine
80,857113,7500,80440.0,72920.0,TruckPr,8.0,0.0,1.0,201.5,0.0,24.0,0.0,COMMERCIAL,4/17/2020,Turn Off Machine
81,472694,19500,58638.0,13930.0,CarProd,4.0,0.0,0.0,69.00502714,0.0,16.0,42.50002486,Other,12/11/2019,Turn Off Machine
82,330139,11200,62752.0,73003.0,CarProd,13.0,0.0,0.0,226.5659049,3.0,31.0,38.33979805,GOVERNMENT,5/22/2019,Turn Off Machine
83,938100,17000,62755.0,81180.0,CarProd,19.0,2.0,0.0,134.93333330000002,2.0,28.0,0.0,GOVERNMENT,5/31/2020,Turn Off Machine
84,894653,2900,104373.0,120702.0,TruckPr,2.0,0.0,0.0,101.5402975,0.0,13.0,29.91585903,FLEET,10/13/2020,Turn Off Machine
85,148020,23700,138632.0,186585.0,CarProd,20.0,0.0,0.0,225.8977256,0.0,24.0,42.76682961,GOVERNMENT,7/29/2020,Turn Off Machine
86,826232,17000,6778.0,60065.0,CarProd,0.0,0.0,0.0,326.5184144,0.0,5.0,38.83660184,FARMING,1/31/2019,Turn Off Machine
87,659809,7200,46000.0,67000.0,CarProd,24.0,0.0,0.0,142.0,1.0,14.0,0.0,Other,4/27/2021,Turn Off Machine
88,835142,10400,37233.0,52320.0,CarProd,15.0,0.0,0.0,88.67732863,0.0,11.0,31.05643679,Other,1/8/2021,Turn Off Machine
89,765194,15300,109767.0,117552.0,CarProd,0.0,0.0,0.0,125.9425923,0.0,30.0,37.68939304,GOVERNMENT,1/2/2019,Turn Off Machine
90,463644,20200,61303.0,97780.0,TruckPr,17.0,0.0,1.0,632.1031857,1.0,24.0,20.73703901,GOVERNMENT,1/2/2019,Turn Off Machine
91,488799,10500,0.0,18600.0,TruckPr,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,8/18/2021,Turn Off Machine
92,618258,15000,0.0,48800.0,CarProd,2.0,0.0,0.0,86.26666667,2.0,9.0,0.0,FLEET,4/3/2021,Turn Off Machine
93,283578,14800,38000.0,59000.0,CarProd,6.0,1.0,0.0,107.53333329999998,2.0,10.0,0.0,0,2/15/2019,Turn Off Machine
94,375445,7500,0.0,0.0,TruckPr,20.0,0.0,0.0,157.3284228,0.0,20.0,0.0,Other,9/10/2019,Turn Off Machine
95,216049,26600,94954.0,131913.0,CarProd,0.0,1.0,0.0,187.1408236,2.0,37.0,35.27011322,GOVERNMENT,12/15/2020,Turn Off Machine
96,817031,38700,33465.0,71449.0,CarProd,6.0,0.0,0.0,172.767888,2.0,17.0,25.31284163,GOVERNMENT,7/1/2021,Turn Off Machine
97,393039,9600,53196.0,63942.0,CarProd,16.0,0.0,4.0,227.563684,0.0,36.0,24.01676994,Other,6/19/2019,Turn Off Machine
98,69536,12700,77068.0,98436.0,TruckPr,7.0,0.0,1.0,148.2880996,0.0,34.0,33.46369747,GOVERNMENT,10/27/2019,Turn Off Machine
99,822881,15400,104451.0,119195.0,CarProd,5.0,0.0,0.0,264.7616522,0.0,34.0,29.96327278,FLEET,6/25/2019,Turn Off Machine
100,578925,3000,47000.0,82700.0,TruckPr,10.0,0.0,1.0,262.1666667,5.0,26.0,0.0,GOVERNMENT,6/28/2021,Turn Off Machine
101,582993,17500,110603.0,142000.0,CarProd,1.0,1.0,0.0,163.06666669999996,3.0,25.0,0.0,Other,2/27/2020,Turn Off Machine
102,179958,30000,0.0,46200.0,0,0.0,1.0,3.0,200.9333333,10.0,15.0,0.0,0,11/4/2019,Turn Off Machine
103,146301,5200,0.0,36425.0,CarProd,2.0,0.0,0.0,266.8134646,1.0,14.0,23.79740106,Other,3/5/2020,Turn Off Machine
104,940224,16900,17988.0,137328.0,CarProd,9.0,0.0,0.0,360.1469602,0.0,10.0,41.90205419,Other,10/22/2020,Turn Off Machine
105,318341,8700,0.0,32855.0,TruckPr,0.0,0.0,0.0,0.0,0.0,0.0,35.93790268,0,5/14/2021,Turn Off Machine
106,294840,28200,109184.0,207035.0,CarProd,23.0,0.0,0.0,179.9377509,0.0,18.0,23.66245669,Other,9/7/2019,Turn Off Machine
107,529468,45000,0.0,76673.0,TruckPr,11.0,0.0,0.0,297.3,0.0,13.0,0.0,FLEET,11/3/2020,Turn Off Machine
108,207306,12900,92734.0,114285.0,TruckPr,11.0,0.0,0.0,236.0527728,0.0,24.0,28.66341681,COMMERCIAL,11/15/2020,Turn Off Machine
109,273519,8500,54000.0,62533.0,CarProd,4.0,0.0,1.0,313.4666667,0.0,10.0,0.0,Other,1/28/2020,Turn Off Machine
110,492253,15400,28669.0,43078.0,CarProd,14.0,1.0,0.0,108.1988949,1.0,17.0,24.67417485,COMMERCIAL,9/5/2019,Turn Off Machine
111,66983,24100,104442.0,161366.0,CarProd,14.0,0.0,0.0,195.6423332,0.0,25.0,34.54080952,COMMERCIAL,2/9/2020,Turn Off Machine
112,271064,31800,37100.0,74796.0,CarProd,10.0,0.0,0.0,109.77658259999998,0.0,23.0,33.68886616,Other,1/15/2020,Turn Off Machine
113,706466,11100,52900.0,91741.0,TruckPr,0.0,1.0,1.0,93.1103527,0.0,8.0,40.76145307,Other,6/10/2020,Turn Off Machine
114,579717,31800,71553.0,111237.0,TruckPr,6.0,0.0,0.0,114.1237846,10.0,20.0,41.45670798,Other,7/9/2019,Turn Off Machine
115,496444,8400,85136.0,125912.0,TruckPr,9.0,0.0,0.0,0.0,0.0,0.0,40.71517804,Other,1/16/2020,Turn Off Machine
116,333755,16000,42000.0,63400.0,TruckPr,3.5,0.0,0.0,123.8,0.0,18.0,0.0,FLEET,1/22/2021,Turn Off Machine
117,425476,9700,55986.0,73000.0,CarProd,2.5,0.0,1.0,207.1666667,2.0,29.0,0.0,Other,10/28/2020,Turn Off Machine
118,859406,10100,73174.0,91101.0,CarProd,14.0,0.0,0.0,77.11709066,0.0,8.0,25.04259669,FLEET,3/9/2021,Turn Off Machine
119,24525,15700,81709.0,111127.0,TruckPr,4.0,0.0,0.0,123.62444840000002,0.0,25.0,37.5606476,GOVERNMENT,12/9/2020,Turn Off Machine
120,885215,26300,147600.0,184207.0,CarProd,5.0,0.0,0.0,310.3481457,0.0,35.0,38.23508627,GOVERNMENT,5/12/2021,Turn Off Machine
121,388802,21000,52411.0,90031.0,0,5.0,2.0,1.0,90.4254746,3.0,24.0,41.96624947,GOVERNMENT,11/22/2019,Turn Off Machine
122,449301,15100,54000.0,77542.0,TruckPr,13.0,1.0,1.0,122.5666667,1.0,26.0,0.0,GOVERNMENT,9/2/2020,Turn Off Machine
123,949294,14500,59465.0,78444.0,CarProd,7.0,0.0,0.0,0.0,0.0,0.0,24.53994581,0,2/16/2019,Turn Off Machine
124,26616,11300,77926.0,89216.0,CarProd,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422,COMMERCIAL,11/15/2020,Turn Off Machine
125,821493,36300,35287.0,56532.0,CarProd,0.0,0.0,0.0,0.0,7.0,0.0,32.624531899999994,Other,12/1/2020,Turn Off Machine
126,734130,53700,25813.0,78955.0,TruckPr,3.0,2.0,0.0,243.5148555,7.0,14.0,42.99845603,Other,10/2/2020,Turn Off Machine
127,401952,8500,55100.0,66900.0,CarProd,15.0,0.0,0.0,229.2666667,4.0,32.0,0.0,GOVERNMENT,3/18/2019,Turn Off Machine
128,719295,29200,116202.0,160084.0,CarProd,6.0,0.0,0.0,124.1214617,3.0,26.0,32.64452984,GOVERNMENT,10/14/2020,Turn Off Machine
129,693614,18700,39821.0,60672.0,TruckPr,26.0,0.0,0.0,243.868763,0.0,14.0,23.35928056,Other,4/9/2021,Turn Off Machine
130,267061,10000,62000.0,80000.0,CarProd,5.0,0.0,1.0,97.4,4.0,30.0,0.0,Other,3/14/2019,Turn Off Machine
131,184420,12100,0.0,72731.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.720295007,0,5/26/2019,Turn Off Machine
132,797266,10000,91000.0,110000.0,CarProd,16.0,1.0,3.0,123.76666670000002,2.0,22.0,0.0,Other,7/8/2020,Turn Off Machine
133,62274,18900,17800.0,40798.0,CarProd,6.0,2.0,0.0,167.4666667,2.0,16.0,0.0,FLEET,9/14/2019,Turn Off Machine
134,472837,22400,51470.0,68139.0,CarProd,9.0,0.0,0.0,31.16869601,2.0,8.0,37.95217991,COMMERCIAL,12/6/2020,Turn Off Machine
135,541801,41800,363737.0,469748.0,TruckPr,4.0,0.0,0.0,327.7437551999999,4.0,14.0,43.80929207,GOVERNMENT,5/26/2021,Turn Off Machine
136,424871,20000,74368.0,105000.0,CarProd,0.0,0.0,0.0,180.6,2.0,25.0,0.0,Other,1/8/2019,Turn Off Machine
137,140793,13700,74147.0,92427.0,CarProd,7.0,0.0,3.0,181.3057998,0.0,33.0,39.27246634,Other,5/22/2021,Turn Off Machine
138,181308,14800,76875.0,95893.0,CarProd,4.0,2.0,0.0,88.75457479,0.0,21.0,24.22469542,Other,7/17/2019,Turn Off Machine
139,213022,21500,90000.0,111500.0,CarProd,24.0,0.0,0.0,243.5,1.0,27.0,0.0,Other,6/21/2020,Turn Off Machine
140,748047,22300,60513.0,111713.0,CarProd,15.0,0.0,3.0,291.61872,1.0,35.0,27.70517064,GOVERNMENT,5/31/2020,Turn Off Machine
141,183724,4900,57461.0,68494.0,CarProd,8.0,0.0,4.0,183.6356132,0.0,30.0,22.79542355,GOVERNMENT,4/15/2020,Turn Off Machine
142,483357,20900,58299.0,78684.0,CarProd,3.0,0.0,0.0,98.66282045,0.0,16.0,38.97200388,0,3/10/2019,Turn Off Machine
143,167863,27400,0.0,121625.0,CarProd,7.0,1.0,0.0,154.4378476,0.0,27.0,33.37381367,COMMERCIAL,3/24/2020,Turn Off Machine
144,538298,29200,50105.0,83815.0,CarProd,21.0,0.0,0.0,188.2010287,0.0,26.0,35.59575067,Other,10/20/2019,Turn Off Machine
145,80513,24800,98139.0,121696.0,CarProd,3.0,0.0,0.0,208.5232669,1.0,27.0,32.64426513,INDUSTRIAL,1/27/2020,Turn Off Machine
146,213012,20700,32817.0,101720.0,TruckPr,5.0,0.0,0.0,132.9409379,0.0,15.0,31.60621741,Other,7/10/2019,Turn Off Machine
147,514816,21700,62506.0,96588.0,TruckPr,18.0,0.0,1.0,615.1333732,0.0,24.0,21.9726752,GOVERNMENT,3/17/2020,Turn Off Machine
148,333920,32000,42478.0,85942.0,CarProd,0.0,0.0,0.0,278.3638835,0.0,16.0,40.25722171,Other,9/13/2019,Turn Off Machine
149,346389,88900,57264.0,90185.0,CarProd,16.0,0.0,0.0,221.8087175,0.0,16.0,36.11234652,Other,5/5/2021,Turn Off Machine
150,95502,35100,33844.0,55100.0,CarProd,0.0,0.0,0.0,0.0,6.0,0.0,34.70302378,Other,2/27/2019,Turn Off Machine
151,116984,26000,238005.0,260479.0,TruckPr,5.0,1.0,0.0,242.2901595,2.0,51.0,35.45765879,INDUSTRIAL,7/4/2021,Turn Off Machine
152,584560,28400,36484.0,73478.0,CarProd,13.0,1.0,0.0,100.9750908,6.0,16.0,34.76399378,COMMERCIAL,11/24/2019,Turn Off Machine
153,508707,2500,71408.0,78600.0,TruckPr,8.0,0.0,0.0,255.7333333,0.0,12.0,0.0,GOVERNMENT,2/3/2021,Turn Off Machine
154,670427,9100,48797.0,67761.0,CarProd,7.0,0.0,3.0,116.9791548,3.0,11.0,37.79737881,COMMERCIAL,9/6/2020,Turn Off Machine
155,674850,5800,46595.0,58191.0,TruckPr,5.0,0.0,0.0,80.13174641,0.0,17.0,24.14015367,Other,2/2/2020,Turn Off Machine
156,33670,10800,89139.0,122571.0,TruckPr,8.0,0.0,0.0,0.0,0.0,0.0,40.78052715,Other,6/18/2019,Turn Off Machine
157,106317,18800,66562.0,90325.0,CarProd,0.0,1.0,1.0,112.9032622,2.0,25.0,33.16227148,Other,1/20/2019,Turn Off Machine
158,799337,10000,48769.0,65328.0,CarProd,4.0,0.0,1.0,104.6952407,3.0,12.0,39.04935922,FLEET,10/31/2019,Turn Off Machine
159,350858,19800,13830.0,85587.0,CarProd,20.0,0.0,0.0,229.5182951,3.0,40.0,35.31106586,Other,6/5/2020,Turn Off Machine
160,925618,18700,65458.0,84639.0,CarProd,0.0,1.0,2.0,97.14654403,2.0,25.0,33.69068789999999,Other,8/15/2020,Turn Off Machine
161,162108,25100,73398.0,115065.0,CarProd,5.0,0.0,0.0,88.60633747,2.0,31.0,42.05024445,Other,2/2/2019,Turn Off Machine
162,472316,36300,35072.0,74829.0,CarProd,4.0,1.0,0.0,195.5596417,2.0,18.0,23.01985524,GOVERNMENT,12/4/2020,Turn Off Machine
163,406883,17900,110332.0,130756.0,CarProd,2.0,0.0,1.0,288.6555842,1.0,47.0,41.94637520000001,Other,3/10/2021,Turn Off Machine
164,873010,7400,82412.0,91326.0,CarProd,19.0,0.0,1.0,316.9470825,1.0,24.0,37.90875019,COMMERCIAL,5/19/2021,Turn Off Machine
165,375597,34100,241931.0,36486.0,CarProd,1.0,0.0,2.0,196.0088316,3.0,50.0,42.45858179,COMMERCIAL,2/10/2019,Turn Off Machine
166,45099,24100,95549.0,112283.0,CarProd,22.0,0.0,0.0,243.3497326,0.0,28.0,39.08269663,Other,3/27/2020,Turn Off Machine
167,389161,28900,102108.0,147463.0,CarProd,19.0,0.0,0.0,205.8658949,0.0,13.0,41.65421132,COMMERCIAL,3/20/2019,Turn Off Machine
168,880495,11100,56999.0,67427.0,TruckPr,8.0,0.0,0.0,139.513915,0.0,16.0,35.89243610000001,Other,12/24/2019,Turn Off Machine
169,382124,21700,58363.0,78411.0,CarProd,5.0,0.0,0.0,104.1747704,0.0,16.0,38.18843548,0,8/31/2020,Turn Off Machine
170,791225,16100,107758.0,124610.0,CarProd,0.0,0.0,0.0,129.1788981,0.0,29.0,34.2115674,GOVERNMENT,2/11/2019,Turn Off Machine
171,345992,15400,7839.0,48276.0,CarProd,4.0,0.0,0.0,315.1783185,0.0,16.0,18.30195947,GOVERNMENT,4/7/2021,Turn Off Machine
172,742951,14200,44412.0,72946.0,CarProd,19.0,0.0,0.0,196.1321341,0.0,15.0,23.77320187,GOVERNMENT,6/15/2020,Turn Off Machine
173,350239,21300,58209.0,84200.0,CarProd,18.0,0.0,0.0,212.9322977,0.0,22.0,33.03314641,Other,12/14/2019,Turn Off Machine
174,346013,10400,42714.0,72322.0,CarProd,12.0,0.0,0.0,105.0748016,6.0,15.0,41.26235347,Other,3/2/2019,Turn Off Machine
175,539761,12500,26286.0,36002.0,CarProd,2.0,0.0,0.0,0.0,0.0,0.0,38.43868186,Other,8/30/2019,Turn Off Machine
176,32758,15900,19639.0,171350.0,TruckPr,8.0,0.0,0.0,311.3103604,0.0,26.0,26.87672986,INDUSTRIAL,3/21/2020,Turn Off Machine
177,395262,21300,72450.0,88622.0,CarProd,3.0,0.0,0.0,117.2101261,1.0,29.0,32.66110554,Other,2/12/2019,Turn Off Machine
178,748096,17100,74922.0,91187.0,CarProd,0.0,0.0,0.0,80.58265559,0.0,16.0,26.76776884,COMMERCIAL,10/4/2020,Turn Off Machine
179,544174,6400,25144.0,45200.0,TruckPr,25.0,0.0,2.0,128.0,4.0,17.0,0.0,Other,10/13/2019,Turn Off Machine
